time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1641612947.056009,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,541.2882780921826,580.7762047467165,623.327361825229,615.8733636065128,609.4226776220262,610.9091585497798,609.0664988324346,618.0655305062725,617.4665982869033,658.508921731513,696.3023768450026,778.1066764910837,849.1136555255722,903.7416666282461,924.4035915118461,912.9320894787301,908.7893045145282,901.5680784056188,879.0563121893841,864.3477309509177,857.161011712502,826.230597351611,809.6696857361031,762.5247536965603,727.1767323010273,676.0029585734075,563.0994583552714,349.521100936696,6669.443305104257,361.96408661633825,526.3800908089135,605.0595012062863,625.7994886543133,639.5701681598352,659.17524225353,640.2015307698038,653.4049280499803,636.3175307973213,646.5554887246724,654.8320395338029,649.8961455494255,653.3215134985224,656.342898186611,644.0628851284632,609.840142988308,567.459249638245,516.1559841753266,476.2268367070466,451.8462127759842,444.49521932187304,450.71165948974516,451.83736011976697,455.1505245520431,458.27939076506595,442.6522337004525,409.54242759450455,362.83329505435415,0.0,0.0,0.0
1641612947.056314,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,546.6013172322218,583.3009514821658,610.2622387138172,620.4063184720155,616.5922477618413,616.458433310795,602.4699162613848,611.8055246563241,620.8252572181644,654.2858702432752,740.0027026977672,794.789280249803,845.5465687944101,905.1364538013039,918.8128209815098,903.5955953854578,903.4976480323566,898.9021081296895,874.2951446736965,864.5166279488209,837.5738773385904,806.005583107214,799.3910182132396,760.6970487651441,725.6913944646168,658.5878832775471,552.5984075257546,343.09328177625395,6669.443305104257,356.9677856613955,522.6107538120508,592.824594631498,622.3736819628542,633.9337504818623,641.4491406183346,640.0781202322104,637.9067329947223,639.3136945193651,642.9315671204829,651.2180894293401,643.8773175069922,642.622750920009,652.8598624513534,639.3660923133162,602.3769583906742,559.801750622486,516.6430102111128,470.3041569027431,444.1733895676327,438.46322536787505,446.5926555598513,442.24201519077764,440.22267092915604,442.77307957914513,437.73279520730455,403.9418274949996,357.201623736511,0.0,0.0,0.0
1641612947.057882,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,518.4013888870284,562.3922118948661,608.839059193807,614.6226484600124,613.0905316509137,616.1980201201559,605.0256192922743,608.2252872086132,609.5851048048993,650.3737387072144,713.8101988624147,783.0057471053453,840.4391709100665,898.1586719505635,922.0656158864183,911.0016465407733,897.8468689036009,893.5882720806043,872.2000917220772,854.9415184677839,841.3566425719832,822.3995379376133,793.4588836228378,761.3842656635347,713.2804497531108,662.2582577816603,560.87520893689,339.94852551526094,6669.443305104257,356.9719876965138,528.0946884792537,601.5729382211271,612.6083577621187,639.4309970591041,642.8475713573164,635.9323863430766,638.0948205400198,626.0734781157879,629.0763069771425,635.0196847342609,638.1050070325416,649.9492287863723,647.5708455451032,635.201542819285,592.4567494762804,548.6073276944084,507.0078894849665,472.8297790960294,438.55330348772884,440.70965498840616,442.8837319206927,444.9629198034371,452.29415207362564,447.9397280885008,430.6390600026895,387.6957570054127,338.19520990102745,0.0,0.0,0.0
1641612947.061016,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,654.2369601298906,661.0484097250367,660.0189391222043,674.6999333036872,648.771916778154,654.9969465577683,619.1122676865642,642.3153431142681,641.9501538281613,675.363605770995,744.3554258551488,832.6854147876015,886.3972021616494,947.2328119316813,954.4432932343335,935.4277096601319,937.2513003458571,944.8645405559465,928.4675546296704,907.4827822058113,879.7664462799204,862.4157929908288,824.2602744279261,789.8404902257164,760.8902680413254,694.7474361233728,579.7447714296352,362.3106401970552,6669.443305104257,380.38401648860065,558.7888688941468,634.8677027538887,663.2412833954171,673.0898899849856,681.593720628352,685.9650136851004,688.1722168178544,689.6528112028544,695.6155547427041,701.2403297015939,692.2867902827555,687.8153822065918,684.9525531013079,683.6000292568748,647.1738560850554,597.129801634452,554.2923416393194,503.3458055849875,479.5883651632929,471.2387929701883,455.6720311803216,470.6293658496036,466.6176164698457,473.7193261837646,461.9794367718113,469.737160548322,489.69888707245394,0.0,0.0,0.0
1641612947.061214,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,643.6155684878979,640.944615392001,645.9233700679981,648.1743592583712,640.8572383924519,630.3173803727769,634.5210792400833,641.4125037758463,636.2868849819239,681.75142097395,739.4930696091749,820.0390234616887,881.3699563747338,942.7581874478736,958.1821329997758,943.4882087233523,942.753944568783,940.0680826408266,911.3160812802548,911.087262560508,879.6345832219195,872.5605996147202,837.2365257201814,796.553827434154,761.672501801135,700.102849587116,581.6124138977779,359.73601432161337,6669.443305104257,379.8855090681928,561.749054293819,629.0707432395819,662.7314689978136,678.8851154650542,689.6723859920738,698.2320531170135,691.1591712478393,688.3400322515029,689.7427056518974,689.7427056518974,688.4075827589351,690.6518659932802,692.0960915942236,687.020378154826,637.6989885518088,594.0378775802095,545.2650731524989,503.34977898077994,469.89786124220655,471.85802949616107,470.01702096839006,468.4015371452148,468.277695390246,474.60509900337144,462.3126647627123,471.8400152594097,497.0010060351991,0.0,0.0,0.0
1641612947.199478,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,586.8730697518843,586.4230554812797,585.9778152797254,585.3699684814724,570.8773948931591,558.578553114958,553.2883515853193,542.8858075138822,560.3614904684297,593.2832375855565,637.2166036757046,684.2952579113785,735.669762869183,783.3785802535068,806.6039920555811,799.968124364965,798.4985911070852,773.7706378507781,771.9857511638411,763.512933747687,745.6782147816845,703.6227682501469,721.5829820609686,687.4314511280379,649.1918052471087,604.12581471081,511.68056441494826,312.04647089816604,6669.443305104257,328.05487345869443,494.404692534365,574.5441671447027,597.0008375203505,629.0262315674919,641.5231874219356,650.6996234822947,651.9547530312207,654.272114643441,664.0752969355207,669.4333424621155,688.4598753740119,699.2717640517169,702.3795270364876,681.8445570656115,641.2019962539106,588.7783963428006,544.0009191168706,502.91351145102476,469.26005583258416,469.26005583258416,456.93872674572026,453.0011037514147,461.98268365816483,459.3647787978525,454.75707800978756,465.49113847634095,484.24890294145223,0.0,0.0,0.0
1641612947.250314,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,8741.92164229353,639.6069105317735,687.5710872338947,701.32731302866,683.1237076840475,689.4243975955594,658.4109658868084,682.8154948446909,667.1409146499711,709.7548872674284,776.4238533172457,852.3831298189799,905.2651545265619,972.2926514172572,991.4116198633138,970.4483499908689,968.0418379388362,947.2169761992233,915.5812361554817,897.8825090177445,889.0646770623608,859.6848259682149,824.2772591792158,777.9389436196134,724.6033397659716,669.8813327746938,560.2615460657638,340.83427057735844,6669.443305104257,353.5109616405126,515.5288546725585,583.8801246831407,588.7113044608537,622.0289382335841,615.0203248673981,623.5655538914895,615.8157191887846,594.6873127955564,599.3037627113649,609.4276002939151,612.646717121703,614.9227593771433,625.8378384214237,601.705908230923,572.7704601321545,534.6550289672772,495.80338845151107,457.42103143602833,424.6045218788891,424.0106130747201,424.4396305718871,437.09953099951963,437.65854270195615,447.69855930078666,431.5599610714599,387.02067128255567,332.52518701596125,0.0,0.0,0.0
1641612948.020573,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,838.6000238492722,882.5429168034833,923.0557946299888,914.0552499712477,870.4952613311574,844.0959661081197,799.0118897738631,772.9793011458975,758.0567261095966,789.1241980829127,837.4449235621408,888.1722805852477,930.6153877945496,961.3376097916902,958.0673254004647,912.0789439516735,889.1102293866604,858.098479196881,828.6965669049197,801.9625926438215,765.6768247766155,734.2438287108718,714.3815507136225,675.0414802069573,637.8871373526824,586.8730697518843,491.4977110831748,299.0,6669.443305104257,327.28733553255614,484.10949174747645,559.6043245008029,596.161052065631,623.698645180507,646.0789425449494,665.1105171323034,675.363605770995,684.0263152832645,694.5970054643195,714.6474655380791,712.2422340748967,713.0792382337323,726.2740529579726,698.382416731693,652.3381025204644,596.9690109210025,596.9690109210025,493.0,447.1353262715886,439.50995438101285,441.2221662609439,445.9417002254891,439.04669455537413,431.65379646193315,411.7535670762307,357.2897983430257,296.52150006365474,0.0,0.0,0.0
1641612949.045995,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,823.3668684128601,827.3046597233694,803.0398495716137,809.0154510267403,774.1737531071433,768.1516777303816,751.1923854779147,739.7492818516284,745.2013150820387,788.5239374933395,861.7946391107339,912.318475095183,964.9093221645234,1026.4428868670677,1051.4038234665118,1047.5208828467335,1033.4069866224052,998.2649948786144,986.7426209503672,969.138277027587,944.9571418852814,911.8316730625231,909.8225101633834,882.1655173492104,843.8115903446693,819.9201180602901,794.9037677606013,788.4624277668531,6669.443305104257,754.507786573472,736.0332872907312,729.0829856744704,717.4315298340323,715.8910531638177,716.0062848886174,689.5288246331694,701.2310603502957,696.8536431705011,684.0029239703584,688.354559801851,691.1700224980826,696.560837256876,697.6087728806168,668.60825600646,623.6256890154542,576.2377981354573,514.1400587388615,480.23431780746364,444.3624646614518,433.2585832963959,434.1658669218482,438.4062043356595,428.6210447469886,431.78351056982245,427.6739412215806,432.01967547786523,436.5375127065256,0.0,0.0,0.0
1641612949.53776,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,590.8849295759708,588.7002632919405,591.4093337105866,596.2348530570819,575.0860805131698,564.7264824673977,545.9093331314276,541.6733332923081,537.9414466277905,572.9729487506369,612.2687318490141,660.4218348903979,717.021617526278,752.3576277276652,757.8245179459424,732.1748425068974,727.2743636345227,722.6264595211001,711.8567271579303,692.9249598621773,668.1466904804663,672.3399437784431,647.9290084569451,617.5111335028705,600.800299600458,561.8941181397079,472.25840384264205,299.1070042643602,6669.443305104257,315.32998588779975,471.5516938788366,543.9678299311458,576.0555528766301,595.6861589797097,602.2242107388245,613.2161119866307,617.3119146752313,618.0978886875444,619.9177364779944,629.1788299045033,623.2856487999703,623.3233510787159,629.0071541723512,613.0008156601425,581.8805719389504,518.8111409752107,493.4257796264804,447.4751389742228,414.8927572276961,414.004830889689,408.6269692519083,416.4912964276685,418.3897704294406,424.8588000736245,415.7138438878359,428.4215214015281,445.0404475999906,0.0,0.0,0.0
1641612949.563043,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,524.1717275855309,562.21881861069,592.0819200076962,586.2507995730155,556.8518654004852,545.6784767608119,539.4682567121072,552.6119796023246,533.0938003766316,570.3770682627414,612.2001306762356,655.6294685262401,702.7104666930755,745.9041493382377,739.6458612065642,723.1320764563,712.2274917468435,725.3854147968513,704.7056122949497,700.7610148973757,668.4347387741005,663.874235077699,652.8162069066607,629.9841267841596,612.7421970127405,554.5782181081403,471.7297955397772,296.096268129134,6669.443305104257,319.5825401989289,474.8863021819012,538.6251015316683,576.3132828592449,583.1363476923729,591.1556478627266,614.6625090242612,602.7445561761632,621.4989943676499,621.7370826965366,627.636837669683,614.2979732996032,613.1786036710674,611.4245660749983,618.3283917143058,569.590203567442,510.6828761570139,477.0712735011405,440.45658128809924,418.5271795236242,403.97648446413314,389.22487073669896,410.43635316574967,394.97848042646575,419.1479452412954,416.307578600246,386.0116578550446,347.95545691941663,0.0,0.0,0.0
1641612950.072885,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,718.1148933144334,718.0529228406497,724.9448254867401,722.9674958115337,688.5121640174558,683.1405419092033,647.4079085090018,657.1491459326414,646.2089445372912,676.1516102177085,729.976027003627,781.9936061119681,839.1007090927764,888.4666566619144,891.6288465499532,865.8111803389928,854.4062265690718,834.26674391348,808.8294010482063,787.2839386142715,747.5673882667702,714.3024569466354,678.1887642832193,631.9556946495537,595.1167952595524,530.996233508299,433.94124026185847,267.88243690096596,6669.443305104257,266.98689106396216,374.8132868509333,413.65807135845904,423.6897449785633,414.6383966783588,410.2023890715411,418.6669320593639,396.02020150492325,406.8734446974882,397.3977856002723,403.6359746107871,389.6832046675864,401.64163130830946,411.052308106888,421.9502340324034,407.80632658162625,382.00130889828114,371.24789561693143,349.81280708401744,338.9985250705377,335.5294323900662,343.6335257218073,359.67346301888887,351.66034749456753,368.78720151328463,376.70678252455184,398.3013934196063,433.9181950552431,0.0,0.0,0.0
1641612950.074494,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,830.2638134954456,866.136825218741,903.2989538353291,906.1153348222289,844.2375258184156,833.7871431006837,806.7874565212327,766.4365596707923,794.4255786415742,857.2712522883292,904.4650352556476,958.5682031029404,1031.34523802653,1090.7323227996867,1103.8011596297588,1091.7600468967528,1076.849571667278,1013.7184027134952,1011.9589912639741,963.7556744320627,934.3425496037307,846.5482856872371,843.3961109704028,783.0121327284783,725.0689622373861,655.6256553857544,534.8093118112287,324.5489177304401,6669.443305104257,317.00157728314224,443.9786030880317,509.39964664298697,509.0,515.6403785585454,501.1207439330366,479.38815171007303,480.33738143101044,478.51123288800653,464.72464965826805,475.2020622850873,486.13784053496596,492.603288661373,516.7059124879452,506.43262138215385,487.97643385720994,448.8128786030989,439.2004098358744,412.46696837443847,397.22663556211836,403.7078151336682,407.4137945627271,412.9600464936045,428.46353403761213,448.0178567869812,463.9062405271134,432.8001848428441,408.2217534625023,0.0,0.0,0.0
1641612950.076139,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,683.404711719198,703.9666185267594,729.2311019148868,710.6081902145513,689.6404860505219,670.7167807651751,660.0401502939045,662.3971618296684,629.5752536432798,666.3069863058619,724.7930739183425,779.6011800914619,824.5168282091033,870.7267079859214,887.8434546697971,867.6404785393545,843.0990451898282,825.5773737209614,792.6878326302227,770.275924588066,736.6627450876011,719.5338768953134,666.9100389107964,630.6671071175347,581.936422644261,521.8141431582704,426.3906659391127,259.2951985671929,6669.443305104257,259.47061490658245,364.0,406.0369441319349,409.64496823468977,405.1123301011708,401.1682938618155,403.24310285484114,393.8743454453463,385.0519445477454,376.5448180495915,387.17696212455616,386.25509705374765,397.8265953905043,409.0110022970042,406.88573334537057,389.56642565806413,373.0160854440462,348.28293096274473,336.8827689271151,310.21444195910675,325.48425461149424,336.21719170797917,345.6891667379815,354.8816704198739,361.66835637086086,373.80342427538034,357.4632848279666,353.5434909597403,0.0,0.0,0.0
1641612951.036191,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,649.7260961359025,691.4947577530867,704.7162549565605,734.0980860893181,710.0704190430693,709.5244886541972,676.4148135574796,675.3702688155587,668.3419783314527,708.0459024667822,742.9623139836906,825.7826590574545,849.4951441885939,895.029049807882,884.6513437507457,893.3112559461008,856.4683298289552,855.4326390780282,822.7879435188632,809.3781563645018,767.4190511057176,757.9564631296444,707.2481884034769,690.66489703763,650.0276917178221,585.3827807511936,460.10868281309365,291.48070262025925,6669.443305104257,302.7639344439823,418.9510711288372,504.9049415484067,531.7461800520997,524.1497877515549,511.86326299120157,519.950959225964,498.38940598692506,497.61832763675415,494.8181484141421,483.01138702933287,468.77073287482443,455.84756223983476,443.00112866673373,424.00471695489426,393.04579885809744,356.7071628100563,315.12854520020875,287.64040050034697,267.15164233071823,253.21137415211032,249.56962956257317,248.91765706755317,246.2925090212855,241.81397809059757,249.06424873915566,262.20793275566626,290.64239195272256,0.0,0.0,0.0
1641612951.095661,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,629.9857141237411,653.2028781320548,682.6419266350405,680.0595562154832,662.1789788267217,654.1513586319301,635.7680394609342,637.2228809451211,637.2228809451211,673.7069095682484,730.3293777467808,790.4587275753238,839.9648802182148,905.1082808150636,918.2750132721678,904.2698712220816,886.2505289138055,894.4271909999159,872.7267613634865,864.3384753671446,838.4157679814949,825.4368540354859,802.0174561691285,767.5161236091395,735.7839356767719,669.676041082552,568.3986277252964,351.86929391465804,6669.443305104257,373.8796597837331,560.9179975718376,633.2685054540451,666.3887754156729,687.4045388270287,690.9739503049301,698.5699678629193,694.7632690348562,690.6764799817639,688.6167293930638,684.3865866599082,669.9552223843024,671.863081289633,662.148019705564,643.4718331053815,588.0858780824447,540.5515701577417,487.9518418860615,446.0605340085581,413.7825515896,403.8031698736403,400.0,402.0012437791704,398.3013934196063,394.45151793344644,382.7531841800928,366.61696632861936,355.613554297358,0.0,0.0,0.0
1641612951.27037,5499.93818147077,7461.867125592628,6230.129693674121,8741.92164229353,568.2719419432918,559.1028527918634,555.2341848265469,545.9761899570346,523.4739726099092,516.1956993234252,519.7932281205672,521.3146842359229,511.5789284167205,547.6175672857838,588.6000339789321,636.8115890905252,683.7901724944576,735.6391778582758,744.7422372875061,737.0678394829067,720.5442387529026,729.9315036357864,713.9054559253627,710.8621526006291,683.8428181972813,677.8001180289068,654.8350937449825,627.5109560796528,607.420776727303,554.5818244407221,466.6926183260241,292.04280508172087,6669.443305104257,310.67185260335384,460.1315029423654,518.5103663380319,556.4782116129975,558.6215176664787,568.5991558206889,588.0416651904864,573.7909026814559,586.8398418648823,590.8180769069274,594.0378775802095,578.4332286444132,587.8001361006988,582.7967055500571,587.3372114892773,543.8014343489726,501.2434538225911,464.7676839023987,432.1446517081983,402.87467033805933,404.82094807457776,400.4060439104285,411.6661268552466,415.7511274789282,430.32197248107144,435.29530206516125,447.8236259957708,472.36955871436083,0.0,0.0,0.0
