time,Subcar_0,Subcar_1,Subcar_2,Subcar_3,Subcar_4,Subcar_5,Subcar_6,Subcar_7,Subcar_8,Subcar_9,Subcar_10,Subcar_11,Subcar_12,Subcar_13,Subcar_14,Subcar_15,Subcar_16,Subcar_17,Subcar_18,Subcar_19,Subcar_20,Subcar_21,Subcar_22,Subcar_23,Subcar_24,Subcar_25,Subcar_26,Subcar_27,Subcar_28,Subcar_29,Subcar_30,Subcar_31,Subcar_32,Subcar_33,Subcar_34,Subcar_35,Subcar_36Subcar_37,Subcar_38,Subcar_39,Subcar_40,Subcar_41,Subcar_42,Subcar_43,Subcar_44,Subcar_45,Subcar_46,Subcar_47,Subcar_48,Subcar_49,Subcar_50,Subcar_51,Subcar_52,Subcar_53,Subcar_54,Subcar_55,Subcar_56,Subcar_57,Subcar_58,Subcar_59,Subcar_60,Subcar_61,Subcar_62,Subcar_63
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,857.1697615,879.1114833,902.2333401,901.0715843,894.0005593,870.7244111,863.14599,870.2534114,873.9107506,879.2110099,886.2014444,869.3405547,922.1062845,901.3378945,842.5675047,840.3100618,831.1726656,866.0819823,857.4951895,848.8132892,783.5336623,806.4862057,744.5891485,733.0661635,762.4650812,647.7237065,562.3041881,386.3896997,1225.489698,371.7270504,519.7624457,594.9798316,693.2084823,635.4163989,641.8488919,668.7548131,620.7624344,671.3397054,654.5632131,624.3748874,531.292763,490.3152047,460.691871,500.0359987,466.3185606,370.3241823,384.9480484,348.3633161,332.4048736,264.0549185,207.6342939,189.7366596,169.6643746,196.3797342,165.8945448,145.9109317,150.6519167,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,831.177478,857.3179107,894.6245022,892.4897759,905.6467302,890.9955107,878.9476662,878.956768,848.0801849,859.5958353,863.6723916,895.1659064,895.7371266,849.1177775,884.0384607,887.6378766,881.3563411,822.6062241,809.6548647,795.2389578,828.3217974,785.4781983,795.2421015,790.6971607,715.99581,696.7266322,598.0175583,355.4405717,1225.489698,348.0057471,558.6161473,642.8063472,641.7491722,687.2153956,689.7318319,635.3140955,685.7667242,614.2125039,583.2272284,561.3287807,599.0926473,566.3585437,520.0471133,420.2332686,391.4945721,417.2025887,311.4642837,281.6238626,240.4703724,269.8981289,264.8244702,246.2031681,227.7740108,116.2497312,94.89467846,30,34.66987165,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,857.3033302,878.7138328,905.4904748,911.5799471,901.1692405,884.3172508,865.0387275,857.5779848,878.6011609,895.6232467,901.1287366,885.1717347,904.5313704,893.1142144,865.6488896,851.9366174,846.2133301,865.082655,857.7767775,841.4564754,799.5254843,812.8253195,773.7086015,754.9364212,743.7687813,655.5982001,570.0877125,380.4326484,1225.489698,368.8604072,536.1212549,615.2625456,670.7682163,649.1971965,656.9330255,701.0028531,635.6618598,662.1933252,651.1597346,615.1828996,542.7089459,503.9533709,474.751514,483.8233149,466.1523356,360.4552677,392.1887301,353.5533906,314.1480543,233.5658365,192.6265818,164.8393157,148.4082208,199.138143,182.463695,233.6343297,293.5183129,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,816.8482111,853.4453702,894.7519209,887.2395392,883.7024386,859.546392,861.0836196,849.372121,858.8765918,864.9329454,864.2505424,865.5154534,900.7469123,862.7444581,860.5562155,854.2628401,845.4211968,821.85461,811.0394565,808.4812923,817.0611972,798.3608207,788.8143001,767.6835285,723.3097538,678.9410873,585.0888821,363.4556369,1225.489698,339.5069955,549.0428034,631.4697142,643.8027648,665.5463921,673.5465834,665.0007519,658.4929764,620.7253821,609.5088186,573.4457254,567.0564346,531.2720584,497.4675869,451.4653918,423.3414697,389.3545942,348.4278978,322.4903099,286.4716391,228.0635876,220.6399782,191.0497317,174.5451231,192.4162155,166.7153262,144.8378404,100.2247474,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,768.7502846,808.0921977,853.328776,839.0214538,855.3081316,824.6029348,823.8476801,814.6373426,818.5065669,816.992044,835.0149699,826.7587314,792.0820665,824.4204025,828.1509524,814.9705516,816.0122548,781.6968722,776.8461881,769.5381732,779.1084648,764.2512676,752.0804478,749.7366204,688.4664117,645.6136616,558.1979935,340.9178787,1225.489698,331.887029,532.1841786,598.0652138,613.4924612,639.5975297,647.1421791,638.2632686,618.9830369,582.3126308,572.0533192,542.6232579,538.1124418,501.8864413,470.1021166,423.5209558,395.1025183,368.2417684,340.3792003,303.0659994,278.4546642,225.4417885,215.3903433,193.4140636,186.2176146,196.4917301,179.270745,158.0506248,111.2879149,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,827.4841388,865.0884348,904.3815566,897.682572,895.3580289,869.6321061,861.8868835,857.5045189,869.2761356,869.7568626,878.0273344,869.9839079,872.5508581,876.0296799,867.9429705,859.3299715,860.8112453,835.1347197,830.1734758,818.6482761,818.0323954,804.374291,784.3022377,766.002611,729.4004387,683.0849142,588.6340119,371.7041835,1225.489698,353.162852,554.8378141,626.055908,654.4807102,665.940688,682.0975004,682.5672128,660.8918217,630.5751343,614.5388515,586.9855194,562.7548312,531.4706013,486.8921852,466.1812952,432.8972164,385.2531635,369.3805626,335.7930911,298.202951,229.0196498,210.8008539,177.5302791,169.0029586,195.3893549,168.5823241,148.2228053,99.12618221,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,806.8339358,845.0751446,887.7567234,901.2136262,911.5464881,892.5429962,868.617292,888.9662536,865.9243616,863.6723916,855.7674918,892.7401638,901.7405392,854.8526189,886.6803257,891.8032294,892.3183288,817.8630692,819.2539289,796.4923101,848.7602724,771.260008,813.7530338,791.836473,716.0342171,690.3079023,594.2743474,360.998615,1225.489698,348.6488204,563.0674915,654.0856213,643.4477446,692.7921766,696.3978748,640.3889443,682.8250142,609.9393412,587.9863944,569.1581503,602.9610269,574.1297763,537.9005484,431.7371886,390.0410235,418.3897704,316.7412193,276.6821281,250.049995,281.8244134,259.8557292,254.3324596,230.1521236,124.8879498,103.0921918,104.0048076,124.3261839,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,820.5425035,817.7456817,823.7718131,835.0293408,842.7888229,834.2691412,821.5412345,820.4980195,790.833105,797.9379675,810.9630078,835.6608164,830.9326086,801.6264716,828.6042481,824.2845383,828.3869869,760.0085526,755.8895422,738.3549282,776.0315715,726.6925072,744.8872398,724.9393078,659.2154428,642.284205,550.0518157,340.4115157,1225.489698,320.3248351,523.3593412,594.2263878,587.9124084,638.0971713,642.6274193,591.7981075,629.3011997,562.0889609,538.4161959,515.8914615,565.5899575,519.6017706,489.1237062,385.6436179,366.1748216,389.2518465,287.5430403,259.5573154,228.4731932,257.2353008,257.7828544,243.9057195,225.2221126,125.4950198,114.3372205,140.2462121,209.3442142,2146.567725,4778.184592
1625554197,4343.04985,11583.1162,6556.174571,9442.766173,771.6540676,803.2832626,842.0789749,838.0721926,825.7221082,821.8424423,805.5265359,804.9229777,804.7763665,808.6365067,822.5721853,811.6477068,796.342891,814.3396097,815.2373887,802.9476944,798.6551196,770.1973773,772.6279829,751.4818694,770.7301733,762.6408067,740.7901187,726.6725535,667.3297536,636.858697,545.7700981,338,1225.489698,323.0371496,523.115666,587.725276,594.3744611,635.9756285,631.1806398,624.695926,617.304625,581.62273,556.9703762,537.8196724,526.5757305,492.2194632,459.3669557,423.5209558,395.839614,366.8528315,338.9985251,302.729252,278.0161866,219.9113458,199.0602924,192.7744796,165.7105911,196.0102038,182.463695,185.9247159,179.1786818,2146.567725,4778.184592
1625554198,4343.04985,11583.1162,6556.174571,9442.766173,779.9653838,810.6102639,847.2945179,851.4088325,859.1070946,836.9958184,822.1447561,822.4311521,801.6239767,811.549752,821.9403871,833.2328606,814.1922377,809.0889939,831.703072,834.5495791,823.8428248,763.4893581,751.5597115,735.6745204,776.2499597,737.1092185,751.651515,741.5477058,655.2289676,649.0493048,563.3702158,331.5478849,1225.489698,315.4060874,535.6762082,599.4705998,582.3074789,645.9628472,649.4651646,606.2903595,639.5693864,557.1588642,528.2205979,511.2973694,559.4649229,527.6684565,482.1711314,372.8391074,354.0056497,387.2208672,289.8706608,256.6748916,233.3109513,236.29854,243.6739625,222.5039325,193.7059627,147.8276023,135.9779394,117.3371212,117.3371212,2146.567725,4778.184592
1625554199,4343.04985,11583.1162,6556.174571,9442.766173,804.4706334,842.4310061,887.7567234,873.3613227,884.7078614,853.9232987,854.0708402,852.0211265,860.2848366,865.210379,881.0771816,882.9994337,910.1087847,887.8203647,889.3615688,904.1354987,904.7165302,877.5448706,868.746223,873.3756351,883.2468511,861.0551666,853.4781778,838.0984429,767.0104302,726.1542536,623.7707912,373.8836717,1225.489698,355.202759,579.9862067,663.3015905,653.0696747,694.01585,703.9126366,675.7403347,690.7039887,618.4084411,595.6676926,572.4508713,576.3896252,542.8609398,490.4334817,432.005787,397.2568439,384.2551236,333.1200985,290.6630351,257.3091526,211.0023697,194.4865034,169.2483382,141.4814475,149.3351934,141.9048977,123.7618681,81.83520025,2146.567725,4778.184592
1625554200,4343.04985,11583.1162,6556.174571,9442.766173,756.6273852,778.2987858,804.0478841,807.9962871,794.3626376,777.0591998,767.9192666,789.3047574,798.3088375,801.2895856,828.6887232,805.9683617,846.2369644,828.3869869,796.6561366,792.6424162,799.2521505,841.0023781,835.1796214,820.8215397,777.2830887,807.3673266,757.8423319,730.0424645,745.4562361,630.1872738,546.1135413,378.5828839,1225.489698,356.8080717,493.7580379,557.2826931,649.2149105,600.0033333,603.1260233,650.6896342,571.4236607,614.8642127,599.0033389,570.3516459,465.6919583,437.9235093,397.8869186,421.3039283,386.6807469,284.608503,310.7362225,279.4011453,246.1727036,180.4050997,119.4738465,96.25487001,93.60021367,113.137085,103.3247308,132.0037878,171.4934401,2146.567725,4778.184592
1625554200,4343.04985,11583.1162,6556.174571,9442.766173,766.4861382,774.8264322,794.0661182,784.6527895,806.8116261,785.9039382,779.6698019,788.4624278,772.1619001,773.6523767,786.9434541,815.3146632,815.958945,799.6380431,826.9492125,835.0598781,839.5862076,803.619935,793.737992,783.2751751,808.0303212,787.4071374,776.2016491,760.4505244,695.8800184,663.668592,576.1267222,350.3041536,1225.489698,329.9848481,531.8966065,598.9899832,610.5939731,632.0387646,632.4942687,596.239046,626.4223815,562.2028104,521.699147,504.5909234,523.0152961,489.449691,453.3398284,356.6244523,312.123373,330.8927319,233.3623791,196.3899183,169.7056275,193.4244038,186.5931403,169.1449083,149.3251486,61.77378085,55.4436651,90.70832376,161.9660458,2146.567725,4778.184592
1625554200,4343.04985,11583.1162,6556.174571,9442.766173,747.2857553,785.3005794,823.5611696,831.9158611,824.3348834,813.1727984,795.3898415,810.4443226,782.2071337,782.7362263,798.5142453,817.2129465,793.3000693,797.6966842,830.4986454,828.1799321,823.1318242,773.6336342,767.1407954,747.3539991,786.2855715,737.2448711,751.7266791,731.4164341,667.3537293,641.4000312,547.4175737,333.421655,1225.489698,312.8993448,515.1087264,588.4301148,581.9218161,632.772471,627.6758718,583.6180258,630.7408343,542.3098745,532.2029688,492.3454072,530.4498091,504.1795315,465.75208,372.0336006,335.451934,354.6730889,255.69122,228.9497762,193.1269013,222.3083444,202.0396001,191.5097909,165.4629868,83.24061509,76.15773106,43.829214,7.211102551,2146.567725,4778.184592
1625554200,4343.04985,11583.1162,6556.174571,9442.766173,772.7263422,796.3372401,824.8793851,830.2312931,812.0098522,803.8519764,780.9743914,786.2544118,794.6382825,809.5949605,815.3882511,802.4369134,835.2754037,822.7326419,797.4139452,792.720001,807.9418296,804.6514773,801.7187786,785.0044586,758.9729903,767.4073234,725.1158528,717.649636,684.7313342,628.4114894,537.6188241,349.7770719,1225.489698,336.7625276,497.6102893,559.2790001,604.216021,597.6495629,602.3794485,602.3794485,585.2836919,597.4520901,571.3492802,540.1453508,492.061988,451.7078702,424.0624954,411.7341375,381.167942,307.2360656,326.4751139,289.3734611,256.8131617,186.7832969,149.4590245,118.0042372,99.72462083,153.3949152,136.3084737,182.9890707,236.89027,2146.567725,4778.184592
1625554202,4343.04985,11583.1162,6556.174571,9442.766173,689.3837828,680.8773752,677.480627,674.2766495,627.3452,603.3448434,608.276253,644.4796351,662.3413017,691.3125198,699.2317212,659.0614539,710.4034065,722.0207753,673.4166615,677.5876327,706.7595065,727.748583,761.6153885,766.0613552,690.2289475,753.0484712,675.5383039,659.1706911,695.463155,590.8400799,516.7068802,374,1225.489698,374.4889852,543.4786104,635.0385815,727.3960407,728.5664005,741.3190946,814.8331117,780.1390902,844.8064867,840.4933075,817.1952031,769.0253572,727.0247589,699.0350492,733.7744885,705.3828748,605.3247063,639.3066557,598.1989636,569.239844,513.2611421,459.3669557,433.7026631,418.8138011,418.8138011,429.3774563,447.9698651,474.865244,2146.567725,4778.184592
1625554202,4343.04985,11583.1162,11583.1162,9442.766173,772.0893731,806.0397013,843.2555959,839.0113229,844.8863829,823.1968173,809.3503568,825.1460477,803.6777961,815.7236052,822.6937462,828.131632,851.2590675,834.3242775,822.7739665,820.9360511,823.1075264,825.2011876,815.0398763,797.9028763,776.0025773,768.5323676,748.0775361,732.3230162,713.6280544,644.6285752,560.8787748,367.9157512,1225.489698,350.7206866,518.6520992,586.2874721,647.4720071,634.198707,625.8825768,615.3129285,604.9074309,615.3649324,585.4442757,558.3377114,520.197078,479.0375768,449.2215489,409.3531483,376.4465433,330.8473968,295.4132698,257.7013776,220.3361069,221.7588781,189.0952141,169.0562037,150.2065245,95.96353474,62.07253821,78.16009212,108.4665847,2146.567725,4778.184592
1625554202,4343.04985,11583.1162,6556.174571,9442.766173,799.9031191,814.4722217,844.3654422,830.982551,840.4718913,823.0461712,815.58384,802.6736572,795.7801204,790.4138157,812.9403422,828.4732947,814.5016882,808.1596377,841.2068711,839.3312814,836.7424932,787.7112415,784.6075452,767.5161236,803.8911618,747.6315938,765.7969705,755.9735445,686.5624516,664.4471386,568.0712983,349.1546935,1225.489698,335.477272,530.012264,602.6375362,616.1834143,651.2180894,669.4303549,608.3568032,634.8322613,585.0444428,542.78633,524.7208782,548.94262,499.4897396,468.7195323,373.1286641,331.1268639,354.0056497,263.5924885,226.373585,190.779978,212.8403157,207.8845834,187.7791256,160.863296,72,51.4003891,59.23681288,121.3136431,2146.567725,4778.184592
1625554202,4343.04985,11583.1162,6556.174571,9442.766173,773.9412122,811.4832099,852.8540321,848.9581851,852.4159783,827.3934977,816.8353567,817.8728508,816.4637163,818.7404961,840.1434401,841.2145981,846.7614776,835.3903279,848.4085101,844.1427604,850.7620114,832.6854148,810.1882497,800.1512357,818.8485819,804.394182,795.438244,782.8282059,717.5095818,692.1625532,598.2140085,359.9124894,1225.489698,348.208271,559.385377,626.7184376,631.845709,677.480627,675.2458811,655.8818491,651.3102179,606.0033003,573.1055749,556.49708,548.6100619,515.9263513,470.9522269,412.7783909,368.3069372,349.0458423,312.4163888,272.3416971,248.9377432,195.2434378,180.8341782,150.3329638,117.0982493,137.5572608,134.8072698,118.4060809,81.70679286,2146.567725,4778.184592
1625554202,4343.04985,11583.1162,6556.174571,9442.766173,800.6110167,820.7813351,836.7580295,844.0379138,831.3711566,805.4470808,793.4336771,795.8372949,801.6164918,799.1808306,823.1190679,817.6019814,864.4680445,845.6979366,814.1019592,813.5023049,814.7404495,845.2697794,847.427283,827.0217651,771.5244649,789.2705493,730.4416472,699.228861,717.6830777,617.4042436,525.6805113,363.4969051,1225.489698,346.5616828,482.4696882,551.4607874,637.6989886,589.3767895,583.1517813,623.4075713,554.8233953,600.0883268,586.9310011,561.4712815,459.6781483,429.2423558,391.3272288,422.2037423,393.2734418,286.1835076,319.4526569,279.2060171,245.1203786,187.0401027,137.5936045,123.9677377,105.6882207,109.0779538,75.96051606,23.19482701,56.43580424,2146.567725,4778.184592
1625554202,4343.04985,11583.1162,6556.174571,9442.766173,755.8868963,790.8558655,835.921647,820.6125761,829.5589189,802.140262,799.698068,801.9382769,785.0229296,780.3005831,794.0591917,821.0054811,807.4063413,802.5770991,834.0053957,844.3044475,838.5135658,790.0025316,790.0025316,763.0157272,815.8045109,751.7293396,778.5550719,751.9740687,671.3449188,659.6756779,565.4042801,332.9204109,1225.489698,312.9233133,530.1141387,604.239191,576.344515,641.7702081,636.988226,593.4146948,626.3880586,541.6733333,509.1414342,483.5576491,522.1618523,491.2484097,444.6684158,354.9535181,314.7967598,355.1140662,247.7599645,223.0627714,201.5266732,192.501948,178.4040358,146.0308187,125.399362,110.0181803,108.9036271,123.4908904,129.5414991,2146.567725,4778.184592
1625554203,4343.04985,11583.1162,6556.174571,9442.766173,789.1184955,816.0055147,848.3684341,840.6093028,831.2189844,812.2665819,793.6472768,797.3010724,794.574729,798.2393125,813.535494,817.2784103,853.1353937,825.2660177,813.8949564,814.4151276,827.1015657,834.82034,822.7964511,815.4072602,792.8965885,806.082502,763.0006553,750.0466652,719.8249787,654.2919838,564.8654707,360.2846097,1225.489698,340.3321907,517.6195514,571.0560393,606.7495365,599.4806085,597.3985269,620.3200787,569.7192291,554.5178086,538.6770832,506.5343029,452.2488253,419.3006082,387.8272811,379.1912446,348.4149825,283.5842027,285.8950857,249.3230836,223.9866067,145.8903698,126.8266534,94.08506789,76.02631123,119.707978,108.4665847,115.3776408,129.3754227,2146.567725,4778.184592
1625554203,4343.04985,11583.1162,6556.174571,9442.766173,757.0706704,791.2528041,832.6019457,827.0217651,830.4071291,812.6019936,798.3789827,796.0182159,780.4415417,785.9013933,797.9805762,817.7071603,788.0101522,819.5492664,835.3807515,847.0236124,841.7012534,803.3380359,797.487304,791.6880699,801.1098551,759.0546752,776.6807581,747.4523396,697.2151748,653.7836033,570.5760247,343.0481016,1225.489698,332.3988568,523.0573582,580.9414773,574.1750604,612.5659148,605.2082286,549.8527075,578.7745675,507.2524027,484.1456392,458.4157502,467.6964828,433.2262688,398.6640189,314.8602865,272.8827587,294.8219802,211.0094785,168.6712779,141.3258646,171.7469068,149.4021419,132.280006,119.2182872,33.24154028,35.73513677,60.29925373,96.42095208,2146.567725,4778.184592
1625554203,4343.04985,11583.1162,6556.174571,9442.766173,739.0656263,775.9188102,820.2889735,818.615905,820.2633723,804.0621866,783.5745019,782.1387345,765.5377195,768.1178295,796.3899798,817.1419705,796.2223308,803.0006227,849.1937353,842.0480984,846.0880569,793.841294,783.201762,776.0425246,814.8324981,767.4542332,777.2110396,749.9133283,680.0772015,666.9370285,567.490088,336.0133926,1225.489698,314.6823796,514.3150785,584.1985964,551.8496172,614.7991542,606.8253455,545.2815786,585.4912467,506.0958407,482.8301979,457.3543484,509.1807145,476.9612144,450.2499306,347.9080338,316.0775221,346.7059273,241.1327435,222.43426,174.4276354,209.4588265,191.2302277,174.4276354,151.2679741,77.25283166,81.49233093,101.1385189,118.8107739,2146.567725,4778.184592
